기간	구분	총지수	식료품 및 비주류음료	식료품 및 비주류음료	식료품 및 비주류음료	주류ㆍ담배	주류ㆍ담배	주류ㆍ담배	의복 및 신발	의복 및 신발	의복 및 신발	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	보건	보건	보건	보건	교통	교통	교통	교통	통신	통신	통신	통신	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	교육	교육	교육	교육	음식 및 숙박	음식 및 숙박	음식 및 숙박	기타 상품 및 서비스	기타 상품 및 서비스	기타 상품 및 서비스	기타 상품 및 서비스
기간	구분	총지수	계	식료품	비주류음료	계	주류	담배	계	의류	신발	계	주택임차료	주거시설유지ㆍ보수	수도 및 주거관련 서비스	전기 가스 및 기타연료	계	가구 가사비품 및 카페트	가정용 섬유제품	가정용 기기	주방용품 및 가정용품	가정ㆍ정원용 공구 및 장비	일상 생활용품 및 가사서비스	계	의료용품 및 장비	외래환자 서비스	병원서비스	계	운송장비	개인운송장비 운영	운송서비스	계	우편서비스	전화 및 팩스장비	전화 및 팩스서비스	계	음향 영상 사진 및 정보처리 장비	기타 오락 및 문화용 주요내구재	기타 오락용품 조경용품 및 애완동물	오락 및 문화서비스	신문 서적 및 문방구	단체여행	계	유치원 및 초등교육	고등교육	기타교육	계	음식서비스	숙박서비스	계	미용용품 및 미용서비스	기타 개인용품	기타 서비스
2014.01	구분	92.689	85.149	84.531	95.079	65.126	88.536	56.4	92.451	93.076	88.718	94.55	89.554	81.268	82.094	131.808	88.689	79.399	94.303	94.379	87.573	98.475	85.549	95.082	98.382	91.049	99.999	104.726	101.177	124.304	88.163	105.06	82.19	104.057	106.854	99.973	124.546	99.843	92.944	92.1	91.556	109.592	93.461	85.941	101.153	86.253	86.377	86.355	88.763	87.577	97.372	80.851	76.298
2014.02	구분	92.877	85.831	85.247	95.414	65.158	88.638	56.4	92.629	93.02	90.177	94.843	89.847	81.268	82.904	131.808	88.958	78.783	94.303	95.45	88.019	98.484	85.633	95.045	98.079	91.172	99.999	104.545	101.127	124.158	87.891	105.06	82.19	104.057	106.854	98.626	123.276	100.414	94.855	92.073	91.671	102.736	93.846	85.941	101.153	86.777	86.578	86.596	85.885	88.023	97.916	81.725	76.278
2014.03	구분	93.09	85.901	85.27	95.983	65.032	88.201	56.4	92.734	92.987	91.048	95.014	90.091	81.34	82.856	131.808	89.106	80.252	91.924	95.469	91.168	98.484	84.993	95.228	98.62	91.172	100.036	104.488	100.809	124.382	87.719	105.06	82.19	104.057	106.854	98.868	123.26	100.312	95.186	92.586	92.221	102.342	95.035	89.727	101.06	88.14	86.361	86.388	85.523	88.845	97.502	86.444	77.659
2014.04	구분	93.268	86.315	85.681	96.444	64.975	87.987	56.4	92.685	93.003	90.722	95.275	90.454	81.736	82.849	131.798	88.689	79.591	92.369	95.886	88.203	98.413	84.376	95.072	98.411	91.128	99.613	104.431	101.157	123.89	87.859	105.17	82.19	104.057	106.966	100.583	121.581	97.681	94.257	92.733	92.148	111.933	95.044	89.727	101.06	88.171	86.409	86.428	86.02	88.845	97.442	86.613	77.718
2014.05	구분	93.414	86.222	85.552	96.804	64.931	88.244	56.242	93.17	93.56	90.722	95.397	90.565	82.284	83.067	131.787	89.833	81.297	92.489	96.422	90.306	98.413	85.849	95.045	98.316	91.128	99.613	104.308	101.365	123.466	87.875	105.17	82.19	104.057	106.966	101.494	121.753	97.717	94.703	92.768	92.755	115.292	95.035	89.727	101.06	88.14	86.473	86.46	87.109	89.333	98.184	87.008	77.718
2014.06	구분	93.32	85.908	85.255	96.452	64.855	87.979	56.242	93.607	93.988	91.203	95.551	90.746	82.262	83.388	131.787	88.648	80.74	92.489	95.06	90.163	98.413	83.721	94.908	97.956	91.11	99.613	104.127	101.276	122.974	87.914	105.114	82.19	101.972	106.966	100.079	119.886	98.307	94.703	92.829	92.837	109.474	95.035	89.727	101.06	88.14	86.65	86.67	86.328	89.376	98.227	87.008	77.788
2014.07	구분	93.516	86.315	85.666	96.67	64.867	88.021	56.242	93.494	93.98	90.543	95.454	90.858	81.981	82.958	131.061	89.188	80.851	92.489	95.233	87.51	98.538	85.888	94.981	98.155	91.128	99.613	104.26	101.226	122.974	88.28	105.114	82.19	101.972	106.966	102.114	118.145	97.911	94.471	93.046	93.223	119.51	95.008	89.727	101.06	88.108	86.931	86.878	90.288	89.333	98.011	87.029	78.106
2014.08	구분	93.746	87.295	86.71	96.804	65.038	88.613	56.242	93.518	93.98	90.706	95.625	90.968	82.01	83.17	131.456	89.547	80.526	92.489	96.949	92.235	98.538	84.438	94.57	98.211	90.881	97.637	103.899	100.819	122.113	88.405	105.114	82.19	101.972	106.966	103.819	117.22	97.608	94.427	93.029	93.215	128.144	95.044	89.727	101.06	88.163	87.012	86.919	93.115	89.436	98.063	87.444	78.156
2014.09	구분	93.652	87.257	86.726	95.85	65.025	88.569	56.242	93.648	94.012	91.398	95.706	91.157	82.017	82.775	131.435	90.471	80.058	94.491	97.067	91.574	98.538	87.199	94.643	98.373	90.863	97.857	103.063	100.888	120.459	87.898	105.082	82.19	100.729	106.966	100.835	115.337	97.608	93.069	92.846	93.19	116.27	95.124	89.727	101.06	88.256	87.228	87.232	87.313	89.745	98.589	87.423	78.165
2014.10	구분	93.38	85.54	84.82	97.064	64.906	88.159	56.242	93.687	94.02	91.553	95.926	91.354	82.535	83.299	131.435	89.849	80.4	94.491	97.212	90.849	98.992	84.993	94.926	98.762	91.066	98.17	102.341	100.838	118.726	87.813	105.082	82.19	100.729	106.966	100.593	114.239	97.608	94.132	92.924	93.182	115.006	95.276	89.727	101.06	88.471	87.228	87.24	86.862	89.274	99.03	82.669	78.165
2014.11	구분	93.268	85.456	84.691	97.641	65	88.484	56.242	94.618	95.037	92.034	96.023	91.639	82.464	82.489	131.424	90.045	81.103	94.491	95.014	97.471	98.992	85.44	94.918	98.839	90.987	98.179	101.143	100.422	116.144	87.532	105.082	82.19	100.729	106.966	98.499	113.313	97.608	94.926	92.96	93.281	105.028	95.321	89.727	101.06	88.541	87.341	87.361	86.997	89.085	98.581	83.091	78.186
2014.12	구분	93.38	86.077	85.415	96.619	64.956	88.313	56.242	94.577	95.044	91.699	96.186	91.812	83.126	82.7	131.403	90.724	81.059	94.491	95.287	98.022	98.992	87.26	94.918	98.762	90.987	98.354	100.003	100.719	112.925	87.664	105.038	82.19	98.703	106.966	98.858	113.313	97.608	95.311	92.899	94.915	105.127	95.464	89.727	101.06	88.725	87.421	87.402	88.936	89.41	99.142	83.147	78.146
2015.01	구분	93.989	87.279	86.648	97.237	95.876	88.335	100	94.498	95.027	91.25	95.987	92.553	83.608	82.505	127.42	90.866	80.27	93.249	97.222	94.892	99.478	87.432	95.891	98.768	92.36	100.18	97.613	101.301	105.164	88.678	105.439	82.19	99.552	106.969	99.6	115.48	97.731	94.823	93.348	95.057	106.544	95.914	89.255	101.077	89.336	87.318	87.285	88.953	90.985	99.525	91.347	78.595
2015.02	구분	94.055	88.098	87.443	98.531	95.895	88.397	100	94.403	94.913	91.287	96.408	92.665	83.728	85.236	127.384	91.122	81.391	93.249	98.423	94.95	97.349	86.756	96.083	99.264	92.369	100.19	95.873	100.72	101.436	88.255	105.439	82.19	99.552	106.969	98.645	116.803	98.22	95.317	93.282	95.478	102.051	96.185	89.255	101.077	89.697	87.443	87.427	88.451	91.268	99.644	92.792	78.721
2015.03	구분	93.97	86.998	86.299	98.086	95.953	88.558	100	94.46	94.922	91.637	95.633	92.796	84.666	85.159	121.239	91.543	82.209	93.574	97.629	98.44	97.349	87.163	96.121	99.383	92.369	100.18	96.817	100.43	104.529	87.776	105.439	82.19	99.532	106.969	97.452	115.124	97.506	94.604	93.47	95.258	98.252	96.612	96.865	101.087	89.76	88.558	88.588	88.011	91.459	99.674	92.811	79.186
2015.04	구분	94.122	87.385	86.701	98.284	96.03	88.781	100	94.071	94.903	89.048	95.728	93.04	85.203	84.475	121.239	91.013	81.661	93.463	98.165	93.432	97.349	86.834	95.977	99.304	92.139	100.18	96.738	100.149	104.258	87.96	104.746	82.19	95.5	106.969	99.371	115.02	97.937	94.671	93.46	95.832	105.292	96.922	96.865	101.087	90.175	88.969	88.98	89.266	91.058	99.754	90.527	78.76
2015.05	구분	94.301	88.574	87.959	98.501	95.972	88.611	100	94.716	95.208	91.729	95.135	93.264	85.34	84.703	115.817	91.635	81.661	93.463	99.514	97.212	97.398	86.626	95.987	99.314	92.139	100.18	97.485	100.099	105.935	88.227	104.693	82.19	95.19	106.969	99.789	114.664	98.857	94.756	93.516	95.765	106.828	96.922	96.865	101.087	90.175	89.014	88.989	90.19	91.058	99.356	92.129	78.768
2015.06	구분	94.31	88.362	87.775	97.671	95.886	88.38	100	94.726	95.227	91.655	95.25	93.461	85.468	84.424	115.817	91.562	81.661	93.463	98.82	97.966	97.398	86.765	95.91	99.215	92.047	100.18	98.007	99.759	107.413	88.245	105.313	82.19	98.757	106.969	98.287	114.825	98.974	94.006	93.554	95.775	101.357	96.902	96.865	101.087	90.148	89.272	89.284	89.374	91.085	99.386	92.138	78.807
2015.07	구분	94.717	88.398	87.758	98.689	96.222	89.351	100	94.802	95.247	92.033	94.943	93.657	85.698	84.661	112.566	91.314	81.661	93.36	99.167	96.178	97.398	86.237	95.977	99.324	92.111	100.18	101.243	99.899	106.903	96.662	105.313	82.19	98.757	106.969	101.22	114.538	98.181	94.766	93.666	95.794	112.216	97.057	96.865	101.087	90.356	89.522	89.454	92.404	90.529	98.62	90.803	78.815
2015.08	구분	94.953	89.111	88.527	98.402	96.328	89.636	100	94.887	95.237	92.705	95.135	93.873	85.834	84.897	112.566	91.9	82.021	93.463	100.01	98.15	97.232	86.557	95.929	99.195	92.111	100.18	100.947	100.44	105.768	96.745	105.313	82.19	98.757	106.969	101.558	114.273	97.741	94.832	93.75	95.823	113.405	97.135	96.865	101.087	90.464	89.736	89.614	94.61	91.231	99.664	92.129	78.815
2015.09	구분	94.811	88.961	88.291	99.736	96.27	89.485	100	95.267	95.313	94.888	95.556	94.078	85.911	84.34	114.974	91.79	81.996	93.37	99.831	95.723	97.535	86.999	95.775	98.788	92.111	100.18	99.512	99.348	103.831	95.631	104.83	82.19	95.878	106.99	99.64	114.733	97.193	95.051	93.722	95.775	105.892	97.27	96.865	101.097	90.653	90.12	90.168	88.827	90.785	98.689	92.58	78.792
2015.10	구분	94.783	87.896	87.164	99.568	96.318	89.618	100	94.897	95.332	92.254	96.15	94.256	85.911	84.34	118.213	91.47	82.528	91.918	99.812	96.178	97.799	85.873	96.015	99.353	92.167	100.18	99.177	99.799	102.696	95.667	104.347	82.19	93.077	107.001	100.246	114.411	97.291	94.889	93.704	95.794	108.428	97.27	96.865	101.097	90.653	90.12	90.185	88.558	91.094	99.455	92	78.784
2015.11	구분	94.641	86.839	85.984	100.575	96.174	89.199	100	95.988	96.572	92.429	96.332	94.481	85.988	84.568	118.225	91.973	82.528	91.918	100.575	97.879	97.799	86.341	95.977	99.373	92.074	100.18	98.558	99.699	101.415	95.428	104.557	82.19	94.279	107.001	98.198	115.377	97.467	95.668	93.788	95.804	99.715	97.212	96.865	101.097	90.572	90.317	90.4	87.832	91.596	100.261	92.617	78.8
2015.12	구분	94.991	88.556	87.837	100.062	96.818	91.062	100	96.273	96.553	94.492	96.59	94.761	86.116	84.999	118.213	91.9	82.496	91.918	101.19	99.175	97.906	85.31	95.862	99.284	91.899	100.18	98.253	99.809	100.259	95.759	104.557	82.19	94.279	107.001	99.043	114.48	97.359	96.552	93.704	96.005	102.756	97.203	96.865	101.097	90.563	90.665	90.721	89.356	91.331	99.694	92.903	78.768
2016.01	구분	95.066	88.961	88.291	99.706	96.924	91.356	100	95.647	96.525	90.393	95.863	94.986	82.858	84.804	112.922	92.166	83.404	91.918	101.518	97.715	97.74	85.657	96.889	99.344	93.484	101.813	97.761	101.541	97.927	95.916	104.179	82.19	91.982	107.022	99.421	113.675	97.085	97.663	93.825	96.081	103.661	97.638	96.865	101.097	91.159	90.825	90.891	89.132	93.5	99.774	91.844	85.064
2016.02	구분	95.444	91.188	90.632	100.032	97.078	91.802	100	96.358	96.467	95.57	96.035	95.098	83.284	85.523	112.922	92.541	83.748	91.825	101.538	98.527	98.043	86.315	96.869	99.135	93.567	101.873	96.59	99.739	95.907	95.879	104.179	82.19	91.982	107.022	100.047	114.446	97.526	98.927	93.797	96.091	105.187	97.803	96.865	101.097	91.375	90.906	90.962	89.374	93.855	99.823	94.182	85.167
2016.03	구분	95.142	89.859	89.208	100.309	97.088	91.837	100	96.339	96.467	95.487	95.432	95.285	83.361	85.743	107.619	92.769	85.499	93.844	101.091	98.808	97.886	85.795	96.869	99.155	93.567	101.873	96.079	99.709	95.011	95.492	104.179	82.19	91.982	107.022	99.5	114.193	98.123	98.452	95.051	96.005	101.63	98.162	98.174	101.117	91.772	91.227	91.31	88.729	93.956	99.435	94.624	85.836
2016.04	구분	95.302	89.586	88.964	99.449	97.155	92.016	100	96.358	96.429	95.791	95.594	95.416	83.361	86.241	107.607	92.614	86.244	93.667	100.923	99.426	97.886	84.86	96.956	99.244	93.669	101.873	96.276	99.859	95.428	95.502	105.47	82.19	99.435	107.022	100.047	113.997	98.064	98.623	95.313	96.196	103.198	98.278	98.174	101.117	91.934	91.557	91.614	90.028	93.992	99.505	94.541	85.876
2016.05	구분	95.34	88.512	87.898	98.274	97.165	92.051	100	96.786	96.954	95.681	95.374	95.576	83.421	86.334	105.246	92.01	86.113	93.844	100.932	98.943	97.886	83.215	96.917	99.135	93.669	101.873	97.161	99.539	97.469	95.87	105.47	82.19	99.435	107.022	101.976	116.607	96.86	99.079	95.734	96.253	109.049	98.52	98.174	101.117	92.268	91.584	91.622	90.737	94.156	99.704	94.615	86.026
2016.06	구분	95.293	87.2	86.421	99.805	96.982	91.508	100	96.795	96.954	95.708	95.556	95.772	83.489	86.672	105.258	92.641	86.113	93.574	101.081	97.802	97.886	85.336	96.946	99.215	93.669	101.883	98.42	99.619	100.843	95.677	105.47	82.19	99.435	107.022	100.972	116.423	96.674	98.955	95.641	96.292	105.45	98.52	98.174	101.117	92.268	91.682	91.721	90.629	94.275	99.923	94.587	86.033
2016.07	구분	95.189	87.051	86.325	98.639	96.963	91.463	100	96.064	96.935	90.808	94.149	96.025	83.489	85.286	95.517	93.703	86.17	93.621	100.823	97.319	97.886	88.782	96.898	99.066	93.669	101.883	99.128	100.88	101.207	96.469	105.47	82.19	99.435	107.022	103.656	116.987	96.439	98.737	95.706	96.139	115.731	98.588	98.174	101.117	92.367	91.861	91.819	93.74	94.01	99.555	93.906	86.065
2016.08	구분	95.557	88.644	88.038	98.373	97.318	92.488	100	96.795	96.973	95.625	94.369	96.221	83.898	85.827	95.517	93.739	87.013	93.844	101.428	98.315	97.926	87.579	96.802	98.828	93.669	101.883	98.951	100.94	100.53	96.643	105.47	82.19	99.435	107.022	104.481	116.458	96.537	98.699	95.65	96.072	119.193	98.588	98.174	101.117	92.367	92.012	91.908	96.08	94.211	99.087	93.814	87.334
2016.09	구분	96.096	92.896	92.546	98.373	96.991	91.534	100	96.823	96.973	95.81	94.58	96.418	83.864	86.436	95.506	93.959	87.013	93.844	101.637	97.551	97.984	88.254	96.86	98.907	93.724	101.883	98.518	101.01	100.114	95.925	105.544	82.19	99.881	107.022	102.861	115.894	97.095	99.544	95.631	96.167	112.595	98.937	98.174	101.137	92.818	92.057	92.113	90.701	94.293	99.475	92.857	87.341
2016.10	구분	96.228	91.813	91.331	99.39	97.068	91.757	100	96.899	96.973	96.353	96.121	96.483	84.427	87.256	105.02	93.337	86.997	96.124	100.486	95.723	98.101	87.31	96.831	98.857	93.724	101.813	98.499	100.96	100.145	95.888	105.586	82.19	99.881	107.076	101.877	115.181	98.103	99.193	95.678	96.282	109.038	98.995	98.174	101.137	92.9	92.093	92.14	90.907	94.265	99.246	93.565	87.341
2016.11	구분	96.105	90.739	90.23	98.817	97.251	92.283	100	96.795	97.431	92.954	96.648	96.67	84.853	86.994	107.903	93.053	86.408	96.198	98.829	98.208	98.492	87.44	96.946	99.165	93.724	101.813	98.43	100.099	100.832	95.492	105.04	82.19	96.751	107.076	100.743	112.353	101.313	100.152	95.809	96.732	104.377	99.024	98.174	101.137	92.945	92.111	92.185	89.894	94.32	98.948	95.25	87.341
2016.12	구분	96.257	91.84	91.366	99.252	97.155	92.007	100	97.222	97.345	96.353	96.111	96.895	85.451	88.067	102.043	93.41	87.717	96.207	98.72	98.218	98.756	87.752	97.013	99.344	93.724	101.813	99.216	100.77	102.134	95.833	105.04	82.19	96.751	107.076	100.753	111.905	98.034	99.069	95.809	96.923	105.187	99.053	98.174	101.137	92.981	92.369	92.408	91.31	93.837	97.923	95.582	87.341
2017.01	구분	97.088	94.322	93.996	99.321	97.299	92.568	100	96.662	97.392	92.079	96.284	97.017	86.065	88.557	102.126	92.715	87.545	96.598	99.147	90.812	99.039	87.007	98.03	99.056	95.494	103.536	100.682	101.481	105.039	96.275	105.061	82.206	96.625	107.161	102.453	113.066	99.884	100.104	96.09	97	109.554	99.441	98.174	101.137	93.468	92.691	92.72	91.956	96.671	99.227	95.223	93.543
2017.02	구분	97.305	94.261	93.987	98.333	98.088	94.752	100	97.251	97.392	96.335	96.743	97.251	86.44	90.848	102.126	93.62	87.545	96.598	100.615	96.004	98.97	87.232	97.982	98.917	95.494	103.536	100.977	101.851	105.726	96.165	105.061	82.206	96.625	107.161	101.419	111.916	99.63	100.959	96.08	97.612	105.966	99.702	98.174	101.137	93.829	93.084	93.158	91.131	96.908	99.246	96.732	93.575
2017.03	구분	97.371	94.261	93.97	98.61	98.443	95.723	100	97.27	97.411	96.335	97.165	97.428	86.994	91.347	103.632	93.739	87.521	95.714	101.061	101.196	99.078	86.124	97.944	98.798	95.494	103.617	100.662	101.911	105.56	95.492	104.284	82.206	92.641	107.161	101.031	114.423	99.923	99.687	96.202	97.114	104.471	99.76	98.337	101.056	93.856	93.342	93.452	90.728	96.871	99.038	96.705	93.787
2017.04	구분	97.286	92.967	92.755	96.219	98.559	96.035	100	96.377	97.478	89.509	97.318	97.606	87.949	91.288	103.644	93.785	87.562	94.858	100.932	96.516	99.322	87.639	97.627	97.935	95.494	103.737	100.397	101.951	104.237	95.99	105.113	89.644	96.789	107.161	102.99	114.354	100.256	99.126	96.436	97.631	110.659	99.828	98.337	101.056	93.964	93.494	93.586	91.284	96.361	98.679	94.431	93.811
2017.05	구분	97.419	92.923	92.781	94.915	98.491	95.866	100	97.64	97.841	96.353	97.672	97.84	88.299	91.575	104.665	94.133	88.355	95.761	101.448	97.841	99.078	87.232	97.599	97.845	95.503	103.737	100.495	101.881	104.04	96.441	105.113	89.644	96.789	107.161	101.688	114.825	100.648	99.62	96.38	97.612	106.06	99.818	98.337	101.056	93.946	93.762	93.836	92.046	96.334	97.923	96.815	93.811
2017.06	구분	97.277	92.791	92.519	96.842	98.607	96.186	100	97.754	97.86	97.09	97.739	97.99	88.564	91.262	104.641	94.911	89.157	96.049	100.595	99.494	99.303	89.951	98.078	99.115	95.503	103.737	99.905	101.611	103.259	95.833	105.376	89.644	98.185	107.161	99.262	114.112	99.933	99.316	96.389	98.511	98.179	99.838	98.337	101.056	93.973	93.744	93.836	91.624	95.924	97.108	96.815	93.811
2017.07	구분	97.57	93.222	92.974	96.871	98.655	96.284	100	97.108	97.86	92.364	97.883	98.093	89.135	91.592	104.605	93.895	89.1	96.049	99.901	95.762	99.693	88.038	98.136	99.264	95.503	103.737	99.816	101.151	102.196	96.846	105.964	89.644	101.209	107.161	103.05	112.158	99.777	99.459	96.464	97.822	111.301	99.838	98.337	101.056	93.973	94.092	94.041	95.354	95.951	97.426	95.821	93.858
2017.08	구분	98.146	96.154	95.979	98.57	98.761	96.57	100	97.792	97.86	97.329	98.007	98.205	89.135	92.006	104.605	94.197	89.149	92.579	100.605	100.364	99.381	88.038	98.126	99.234	95.503	103.737	100.102	100.58	103.217	97.012	105.964	89.644	101.209	107.161	103.149	111.629	99.326	99.582	96.483	97.851	111.722	99.915	98.337	101.056	94.063	94.583	94.452	97.954	96.297	98.033	96.548	93.645
2017.09	구분	98.042	96.268	96.119	98.402	98.866	96.89	100	97.83	97.831	97.735	98.064	98.252	89.689	92.031	104.617	94.407	90.369	92.402	101.002	98.798	99.693	87.761	97.666	98.024	95.503	103.737	100.239	100.9	104.571	95.953	105.985	89.644	101.209	107.183	101.389	109.479	99.483	98.841	96.576	97.746	106.86	99.954	98.337	101.056	94.136	94.378	94.479	91.83	96.215	97.725	96.917	93.724
2017.10	구분	97.796	92.826	92.449	98.541	98.674	96.347	100	97.83	97.831	97.735	98.256	98.336	90.065	92.986	104.641	94.801	90.017	93.974	101.27	99.658	99.693	88.522	97.551	98.272	95.438	102.505	100.898	101.141	105.935	96.257	105.859	89.644	101.209	107.033	102.582	109.916	99.62	99.164	96.558	97.861	110.49	99.964	98.337	101.056	94.145	94.431	94.497	92.915	96.452	98.212	96.594	93.819
2017.11	구분	97.173	91.197	90.938	95.103	98.674	96.356	100	97.763	98.556	92.834	97.538	98.486	90.252	91.524	100.132	94.27	90.025	93.974	100.615	99.281	99.693	87.501	97.263	97.885	95.162	102.505	100.829	100.55	106.841	95.621	105.743	89.644	101.209	106.894	99.103	109.467	101.47	98.224	96.586	97.87	99.526	100.022	98.337	101.056	94.226	94.601	94.738	91.194	96.061	97.774	95.379	93.827
2017.12	구분	97.456	92.174	91.934	95.716	98.684	96.374	100	98.437	98.556	97.735	97.662	98.495	90.372	92.412	100.132	94.362	90.058	93.974	101.042	100.2	99.713	87.077	97.426	98.282	95.162	102.505	101.085	99.929	107.486	96.073	105.628	89.644	101.422	106.691	99.172	109.226	101.127	98.718	96.558	98.09	99.568	100.022	98.337	101.056	94.226	95.127	95.175	94.054	95.951	97.207	96.594	93.827
2018.01	구분	97.844	93.6	93.428	96.279	98.789	96.668	100	97.887	98.556	93.682	97.969	98.626	90.235	94.153	100.132	94.471	90.704	93.974	101.726	96.294	99.986	87.033	98.558	98.173	97.125	104.178	101.538	100.41	107.986	96.459	104.924	89.644	98.427	106.53	99.63	108.731	102.341	100.541	96.698	98.234	100.21	100.448	98.337	101.056	94.857	95.351	95.407	94.108	95.769	97.466	93.584	94.197
2018.02	구분	98.552	96.603	96.547	97.385	99.107	97.523	100	98.437	98.546	97.735	98.141	98.692	90.38	95.1	100.121	95.222	92.775	98.356	101.22	97.657	99.84	87.535	98.529	98.183	97.051	104.218	101.724	100.079	108.371	96.809	104.788	89.644	98.427	106.359	101.21	108.444	102.556	101.33	96.736	98.263	105.092	100.748	98.337	101.056	95.281	95.734	95.809	94.027	96.461	98.033	96.383	94.197
2018.03	구분	98.543	95.106	94.861	98.58	98.876	96.917	100	98.513	98.623	97.735	98.323	98.757	90.457	96.182	100.132	97.29	93.945	95.361	101.19	100.19	99.986	94.184	98.597	98.401	96.996	104.228	101.557	100.92	108.017	96.165	104.683	89.644	98.427	106.241	100.892	108.478	102.302	100.266	96.998	97.402	104.513	100.962	100.344	100.743	95.579	96.163	96.326	92.144	96.635	98.61	95.922	94.032
2018.04	구분	98.77	95.625	95.507	97.375	98.828	96.766	100	98.494	98.613	97.744	98.323	98.869	91.284	95.379	100.132	96.75	94.363	95.482	100.268	97.058	99.986	93.812	98.203	98.123	96.922	102.565	101.38	101	107.507	96.146	105.176	89.644	101.849	106.027	102.732	108.202	101.607	100.636	97.653	97.88	109.543	101.398	100.344	100.743	96.21	96.484	96.63	92.924	96.808	98.59	97.22	94.024
2018.05	구분	98.779	94.675	94.485	97.345	98.789	96.659	100	98.532	98.651	97.762	98.313	98.916	91.284	94.998	100.132	97.628	94.363	95.482	101.478	98.131	100.279	95.163	98.155	97.994	96.922	102.565	102.157	101.361	108.788	96.717	105.071	89.644	101.849	105.888	102.95	106.8	100.961	101.216	97.999	97.956	110.091	101.417	100.344	100.743	96.237	96.734	96.844	94	96.507	97.734	98.031	94.063
2018.06	구분	98.429	92.87	92.554	97.691	98.587	96.133	100	98.532	98.651	97.762	98.179	98.925	91.898	93.73	100.132	97.391	94.256	95.482	100.169	100.035	100.279	95.544	98.318	98.431	96.922	102.565	102.551	100.85	110.433	96.551	104.966	89.644	101.829	105.76	100.703	106.075	100.638	100.693	98.018	98.071	103.093	101.417	100.344	100.743	96.237	96.805	96.942	93.668	96.662	98.232	97.294	94.079
2018.07	구분	98.392	93.495	93.262	96.921	98.722	96.472	100	98.447	98.604	97.486	97.184	98.925	92.649	92.733	93.833	97.83	94.322	95.128	100.843	99.349	100.455	96.461	97.33	97.31	96.673	99.449	102.718	99.358	110.61	97.776	104.378	89.644	99.387	105.642	102.662	106.708	101.098	98.879	97.98	99.65	109.491	101.427	100.344	100.743	96.255	97.234	97.237	97.066	96.516	97.914	97.487	94.039
2018.08	구분	99.232	98.768	98.914	96.605	98.549	96.008	100	98.447	98.604	97.486	97.394	99.019	92.555	93.866	93.845	97.674	94.199	95.482	101.051	99.262	100.455	95.682	97.445	97.617	96.673	99.449	102.934	99.208	111.193	97.877	104.284	89.644	99.387	105.514	103.577	106.673	101.078	99.582	97.999	99.65	112.227	101.514	100.344	100.743	96.373	97.457	97.362	99.684	96.735	98.232	97.948	94.039
2018.09	구분	99.856	101.638	101.824	98.679	98.607	96.186	100	98.532	98.699	97.486	98.543	99.075	93.365	93.215	102.007	97.619	94.101	95.482	101.141	96.555	100.455	96.063	97.368	97.419	96.673	99.449	102.875	99.368	111.87	97.021	104.189	89.644	99.387	105.396	103.597	105.432	100.687	100.921	98.074	99.631	112.079	101.533	100.344	100.743	96.4	97.475	97.594	94.574	96.935	98.61	97.837	94.071
2018.10	구분	99.506	97.853	97.884	97.197	98.607	96.16	100	98.532	98.699	97.486	98.725	99.113	94.039	94.221	102.043	97.976	94.052	96.524	101.21	100.616	100.455	96.098	97.253	97.458	96.673	98.618	103.849	99.799	114.307	97.021	104.137	89.644	99.387	105.343	103.08	104.937	101.245	99.098	98.167	99.612	111.174	101.553	100.344	100.743	96.427	97.734	97.915	93.184	96.799	98.421	97.69	94.039
2018.11	구분	98.977	95.414	95.158	99.173	98.799	96.694	100	98.836	98.985	97.882	98.706	99.141	94.15	93.882	102.054	97.757	94.273	95.965	100.932	98.576	100.455	96.124	97.167	97.22	96.673	98.618	102.442	99.148	111.173	96.68	103.958	89.644	99.435	105.086	101.141	103.718	101.313	99.278	98.158	99.908	104.998	101.543	100.344	100.743	96.418	98.019	98.245	92.817	96.908	98.152	99.393	94.039
2018.12	구분	98.713	94.886	94.651	98.501	98.405	95.607	100	98.902	98.985	98.315	98.783	99.159	94.576	94.229	102.043	97.656	94.011	95.965	100.585	100.548	100.406	95.907	97.205	97.329	96.673	98.618	100.692	99.408	105.685	97.03	103.664	89.644	99.435	104.722	99.908	103.374	103.026	99.259	98.177	99.985	100.978	101.582	100.344	100.743	96.481	98.439	98.531	96.062	96.644	97.754	98.942	94.039
2019.01	구분	98.76	94.921	94.59	99.993	98.703	96.427	100	98.314	99.004	93.995	98.668	99.197	94.858	93.113	102.019	98.498	99.167	95.863	100.774	95.027	99.967	96.401	98.184	97.528	98.028	100.441	99.098	99.418	101.342	96.892	103.286	89.644	99.435	104.252	100.763	103.558	105.277	99.326	98.336	99.994	103.377	101.959	100.344	100.743	97.022	98.796	98.968	94.484	97.163	98.053	97.856	95.568
