기간	구분	총지수	식료품 및 비주류음료	식료품 및 비주류음료	식료품 및 비주류음료	주류ㆍ담배	주류ㆍ담배	주류ㆍ담배	의복 및 신발	의복 및 신발	의복 및 신발	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	주택ㆍ수도ㆍ전기 및 연료	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	가정용품 및 가사서비스	보건	보건	보건	보건	교통	교통	교통	교통	통신	통신	통신	통신	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	오락 및 문화	교육	교육	교육	교육	음식 및 숙박	음식 및 숙박	음식 및 숙박	기타 상품 및 서비스	기타 상품 및 서비스	기타 상품 및 서비스	기타 상품 및 서비스
기간	구분	총지수	계	식료품	비주류음료	계	주류	담배	계	의류	신발	계	주택임차료	주거시설유지ㆍ보수	수도 및 주거관련 서비스	전기 가스 및 기타연료	계	가구 가사비품 및 카페트	가정용 섬유제품	가정용 기기	주방용품 및 가정용품	가정ㆍ정원용 공구 및 장비	일상 생활용품 및 가사서비스	계	의료용품 및 장비	외래환자 서비스	병원서비스	계	운송장비	개인운송장비 운영	운송서비스	계	우편서비스	전화 및 팩스장비	전화 및 팩스서비스	계	음향 영상 사진 및 정보처리 장비	기타 오락 및 문화용 주요내구재	기타 오락용품 조경용품 및 애완동물	오락 및 문화서비스	신문 서적 및 문방구	단체여행	계	유치원 및 초등교육	고등교육	기타교육	계	음식서비스	숙박서비스	계	미용용품 및 미용서비스	기타 개인용품	기타 서비스
2019.02	구분	99.261	95.555	95.271	99.667	98.549	96.008	100	98.902	98.985	98.324	99.682	99.225	95.19	100.89	102.007	99.742	100.591	95.519	102.053	99.175	100.211	97.318	98.27	97.885	98.028	100.1	99.512	99.268	100.332	98.927	102.425	89.644	96.906	103.781	101.628	103.236	104.641	100.693	98.663	100.377	105.292	102.037	100.344	100.743	97.14	98.858	99.058	94.143	97.728	98.829	98.537	95.789
2019.03	구분	99.062	94.692	94.319	100.17	98.28	95.242	100	98.931	99.014	98.343	99.539	99.225	95.66	99.613	101.995	99.806	100.591	96.365	101.994	96.439	100.201	98.089	98.242	97.855	97.982	100.1	99.718	99.068	100.916	99.038	102.142	89.644	96.906	103.439	100.823	102.373	104.278	100.551	98.832	100.32	102.819	102.337	102.505	100.51	97.482	98.537	98.781	92.673	97.846	99.197	97.8	95.907
2019.04	구분	99.44	95.854	95.595	99.756	99.164	97.693	100	98.788	98.861	98.343	99.347	99.234	96.299	97.889	102.019	100.557	100.419	97.091	103.045	99.823	100.25	98.634	98.328	98.361	97.77	100.1	100.82	99.459	103.259	99.48	102.425	89.644	99.416	103.182	101.996	103.5	103.623	98.357	99.159	100.568	106.765	102.366	102.505	100.51	97.536	98.751	99.004	92.655	98.184	99.117	99.476	96.293
2019.05	구분	99.487	95.282	95.018	99.212	99.52	98.673	100	98.921	99.014	98.343	99.424	99.225	97.033	98.261	102.019	99.504	96.646	97.091	102.073	100.364	100.123	98.643	98.376	98.461	97.77	100.07	102.295	99.298	107.434	99.59	102.215	100	99.416	102.893	101.449	104.293	104.376	97.293	99.159	100.674	105.092	102.405	102.505	100.51	97.582	98.849	99.067	93.839	98.493	99.754	99.31	96.301
2019.06	구분	99.355	94.49	94.153	99.588	99.809	99.484	100	99.035	99.014	99.107	99.347	99.187	97.229	97.796	102.031	99.266	96.539	97.119	101.736	99.252	99.469	98.634	98.683	99.294	97.77	100.07	102.551	99.008	108.122	99.774	102.047	100	99.416	102.69	100.326	104.063	103.75	94.908	99.253	100.903	102.283	102.55	102.505	100.51	97.78	98.983	99.191	93.65	98.32	99.445	98.647	96.522
2019.07	구분	99.11	93.178	92.712	100.072	99.712	99.216	100	99.026	99.004	99.098	98.524	99.225	97.579	97.39	96.348	100.227	100.681	97.249	101.706	99.31	97.711	99.439	98.414	98.679	97.761	99.79	102.324	99.298	106.549	100.456	101.617	100	97.604	102.593	102.205	103.282	100.491	95.573	99.281	100.989	108.449	102.492	102.505	100.51	97.699	99.126	99.227	96.941	98.366	99.485	98.841	96.522
2019.08	구분	99.393	94.366	93.97	100.407	99.78	99.413	100	99.026	99.004	99.098	98.562	99.225	97.681	97.5	96.502	100.072	100.394	97.249	100.813	101.592	97.779	99.604	98.472	98.847	97.761	99.79	102.492	98.808	106.57	101.156	102.005	100	100.056	102.476	103.219	101.718	100.413	95.792	99.225	100.903	112.29	102.512	102.505	100.51	97.726	99.385	99.299	101.459	98.311	99.386	98.786	96.545
2019.09	구분	99.733	97.245	97.019	100.714	100.135	100.375	100	99.063	99.004	99.374	99.596	99.244	97.766	97.103	104.048	99.678	100.181	97.249	100.466	96.004	98.14	100.019	98.597	99.294	97.816	99.369	102.541	98.467	108.288	99.94	102.289	100	101.859	102.39	101.887	100.522	97.467	97.283	99.215	100.999	107.776	100.719	102.505	100.51	97.87	99.233	99.361	96.071	98.238	98.57	101.096	96.545
2019.10	구분	99.95	97.536	97.246	101.82	100.212	100.598	100	99.253	99.233	99.374	99.817	99.318	98.747	98.092	104.048	100.419	100.01	96.905	101.776	102.114	97.857	99.924	98.625	99.334	97.844	99.369	102.59	98.517	108.715	99.682	102.226	100	101.859	102.305	102.413	101.902	99.855	98.613	99.281	100.789	108.46	101.107	102.505	100.51	98.439	99.296	99.432	96.08	98.402	98.859	100.949	96.656
2019.11	구분	99.421	94.859	94.555	99.439	100.03	100.081	100	99.823	99.901	99.374	99.826	99.375	98.738	97.838	104.048	99.697	100.239	98.449	101.141	95.201	99.986	98.79	98.597	99.344	97.844	99.138	102.019	97.396	108.059	99.507	101.428	100	98.243	102.198	100.405	102.074	99.258	98.832	99.29	101.143	101.609	101.262	102.505	100.51	98.646	99.349	99.495	95.703	98.466	98.968	100.94	96.656
2019.12	구분	99.61	95.986	95.822	98.264	100.02	100.054	100	99.832	99.91	99.374	99.931	99.412	98.832	98.421	104.048	100.053	100.149	98.803	100.744	101.602	99.986	99.067	98.645	99.482	97.844	99.138	102.305	98.207	108.299	99.535	101.375	100	98.243	102.133	99.471	102.396	98.886	99.088	99.478	101.056	98.168	101.33	102.505	100.51	98.745	99.608	99.709	97.066	98.393	98.948	100.581	96.656
2020.01	구분	99.8	97.12	96.9	99.98	100.25	100.6	100	99.57	99.82	98.08	99.86	99.48	99.44	97.92	104.09	99.63	99.27	98.99	100.27	98.31	98.71	99.69	100.47	100.83	99.92	101.24	103.57	100.2	108.55	100.04	100.82	100	96.36	102.04	99.99	100.96	99.78	99.89	99.72	100.17	99.26	99.72	102.5	100.48	99.42	99.73	99.63	102.29	99.45	99.6	100.58	98.87
2020.02	구분	99.84	96.59	96.45	98.49	100.18	100.43	100	99.72	99.82	99.12	100.22	99.56	99.24	100.33	104.11	100.35	100.08	98.84	100.97	103.41	99.08	99.32	100.36	101.17	99.92	99.56	103.6	101.51	108.05	99.85	100.77	100	96.36	101.99	99.79	100.13	99.6	100.25	99.81	100.24	96.62	99.85	102.5	100.48	99.6	99.55	99.56	99.33	99.83	99.81	100.59	99.61
2020.03	구분	99.83	98.24	98.13	99.63	99.87	99.69	100	99.76	99.87	99.1	100.31	99.65	99.44	100.43	104.1	99.72	100.09	98.84	99.96	99.54	99.34	99.5	100.36	101.05	99.86	100.06	101.28	98.6	104.27	99.57	100.73	100	96.36	101.94	99.28	99.36	100.28	99.01	99.83	99.92	95.15	99.94	102.5	100.1	99.81	99.42	99.55	96.18	99.86	99.77	100.95	99.61
2020.04	구분	99.61	98	97.79	100.68	99.76	99.42	100	99.36	99.85	96.36	100.29	99.73	99.54	99.92	104.05	99.82	99.5	98.84	100.23	100.58	99.07	99.58	100.41	101.07	99.95	100.06	98.79	98.57	98.24	99.56	101.33	100	99.36	101.87	99.72	99.36	98.71	99.43	99.79	100.02	100.54	99.99	102.5	100.1	99.87	99.51	99.63	96.76	99.32	98.95	98	100.26
2020.05	구분	99.65	98.45	98.27	100.83	99.9	99.76	100	99.94	100.04	99.32	100.19	99.87	99.54	98.33	104.01	100.25	100.09	98.84	99.93	103.97	98.61	100.22	100.45	101.11	100.02	100.06	97.12	98.84	93.99	99.58	101.28	100	99.36	101.81	100.15	101.44	97.95	100.35	99.57	100.09	100.37	99.88	98.75	100.1	99.86	99.74	99.79	98.65	99.81	99.41	100.14	100.24
2020.06	구분	99.91	99.18	99.07	100.61	100	99.99	100	99.95	100.05	99.32	100.31	99.93	99.74	98.87	104.04	99.68	99.51	101.29	100.22	95.87	98.77	100.01	100.85	102.12	100.02	100.06	98.22	98.88	96.61	99.63	101.84	100	102.22	101.74	99.96	101.04	97.61	99.96	100	100.05	97.15	99.9	98.75	100.1	99.89	99.83	99.9	97.99	100.04	100.06	99.3	100.25
2020.07	구분	99.74	99.63	99.55	100.63	100.03	100.06	100	100.25	100.05	101.45	98.81	100.01	100.08	99.56	90.91	99.83	99.58	101.03	99.96	99.29	99.41	99.77	99.9	99.72	100	100.06	99.71	101.01	98.69	100.02	101.75	100	102.22	101.63	100.27	100.19	100.65	99.94	100.09	99.88	103.22	99.9	98.75	100.1	99.88	100.11	99.95	104	100.05	99.91	100.02	100.25
2020.08	구분	100.27	102.16	102.39	99.19	99.97	99.92	100	100.25	100.06	101.45	99.07	100.13	100.28	100.92	90.91	100.2	100.07	100.79	99.87	102.64	99.12	100.01	99.68	99.08	100.07	100.06	100.05	100.76	99.13	100.66	101.69	100	102.22	101.54	100.78	99.62	101.3	99.87	100.43	99.83	110.3	99.97	98.75	100.1	99.98	100.42	99.99	110.82	100.1	100.05	99.8	100.26
2020.09	구분	100.7	104.47	104.86	99.39	100.06	100.15	100	100.29	100.1	101.45	99.99	100.21	100.48	100.19	98.44	99.62	100.6	100.7	98.82	97.34	100.48	100.38	99.29	98.21	100.07	99.71	99.63	100.27	98.79	100.19	101.61	100	102.22	101.45	100.02	99.11	101.16	100.36	99.89	100.03	102.09	100.06	98.75	99.61	100.22	100.19	100.24	98.92	100.93	101.36	101.22	100.26
2020.10	구분	100.23	104.53	104.83	100.56	100.12	100.3	100	100.19	99.98	101.45	100.27	100.33	100.73	101.69	98.44	100.5	99.95	100.7	99.93	102.75	100.67	100.86	99.52	98.74	100.12	99.71	99.45	100.76	98.03	100.24	87.58	100	101.29	83.77	100.39	100.37	100.92	100.55	99.85	99.84	104.36	100.11	98.75	99.61	100.29	100.54	100.61	98.85	100.14	100.33	99.42	100.13
2020.11	구분	100.14	100.88	100.89	100.73	99.94	99.86	100	100.32	100.14	101.45	100.27	100.48	100.73	100.77	98.43	100.05	101.18	100.7	99.68	97.09	101.39	100.36	99.41	98.57	100.03	99.72	99.03	100.61	97.08	100.23	99.86	100	101.29	99.47	99.87	99.26	101.11	100.48	100.5	99.79	95.5	100.32	98.75	99.61	100.56	100.35	100.48	97	100.26	100.16	101.04	100.13
2020.12	구분	100.27	100.75	100.86	99.26	99.92	99.82	100	100.4	100.23	101.45	100.4	100.61	100.73	101.08	98.46	100.36	100.1	100.45	100.16	99.21	105.37	100.32	99.31	98.32	100.03	99.72	99.56	99.98	98.57	100.43	100.75	100	100.76	100.75	99.78	99.14	100.96	99.9	100.54	100.14	95.43	100.35	98.75	99.61	100.6	100.6	100.65	99.23	100.2	100.59	98.92	100.13
2021.01	구분	100.86	102.79	103	100.04	100.14	100.33	100	100.26	100.22	100.55	100.34	100.72	100.73	101.02	97.39	100.92	100.54	100.45	100.98	100.6	105.31	100.54	100.17	98.25	101.49	101.17	101.17	100.72	101.88	100.63	99.3	100	93.74	100.83	99.99	98.96	99.7	100.18	100.61	100.15	97.88	100.57	98.75	99.61	100.89	101.03	101.17	97.65	101.42	100.93	99.63	102.66
2021.02	구분	101.33	105.05	105.45	99.68	100.22	100.53	100	100.34	100.15	101.46	100.76	100.87	100.91	103.41	97.39	100.63	99.93	100.96	100.3	100.49	105.5	100.71	100.14	98.18	101.49	101.19	101.74	100.68	103.27	100.68	99.34	100	93.6	100.91	99.95	99.42	98.76	100.39	100.43	100.04	96.84	100.71	98.75	99.61	101.07	101.18	101.3	98.24	101.11	100.47	98.92	102.69
2021.03	구분	101.57	105.33	105.59	101.89	99.91	99.78	100	100.37	100.19	101.47	101.11	101.08	101.71	104.75	97.43	100.05	98.35	100.96	99.52	99.67	105.46	100.83	100.22	98.37	101.49	101.16	102.82	101.61	105.49	100.53	99.4	100	93.6	101	99.74	98.87	99.32	100.08	100.75	100.03	94.06	100.85	96.98	99.75	101.27	101.52	101.77	95.44	101.36	100.58	100.1	102.81
2021.04	구분	101.68	104.87	105.12	101.5	100.85	102.04	100	100.32	100.3	100.4	101.07	101.23	103.05	103.34	97.42	100.16	98.51	100.96	99.76	98.53	105.73	101.13	99.99	98.37	101.53	99.45	103.39	101.56	106.73	100.74	99.41	100	93.6	101	100.38	99.48	101.43	99.73	100.91	99.92	101.9	100.95	96.98	99.75	101.4	102.07	102.28	97.01	101.97	101.18	98.73	104.1
2021.05	구분	101.74	104.69	104.88	102.15	100.82	101.98	100	100.45	100.29	101.46	101.32	101.37	104.05	104.24	97.45	100.97	100.96	101.12	99.56	103.31	105.4	101.4	99.68	97.57	101.53	99.45	103.37	101.15	106.86	100.79	98.99	100	91.75	100.97	100.45	98.72	100.78	99.17	101.12	100.26	104.63	100.93	96.98	99.75	101.38	102.22	102.38	98.54	101.98	100.95	99.6	104.13
2021.06	구분	101.68	104.08	104.24	102.01	100.82	101.97	100	100.46	100.29	101.48	101.33	101.45	104.99	103.65	97.45	100.94	102.15	101.2	99.17	99.95	106.36	101.91	99.63	97.41	101.56	99.45	104.09	101.17	108.54	100.88	98.98	100	91.75	100.96	99.82	97.56	100.56	99.41	101.26	99.76	97.63	101.06	96.98	99.75	101.54	102.42	102.62	97.49	101.61	100.09	99.56	104.31
2021.07	구분	101.88	104.33	104.42	103.13	100.82	101.98	100	100.45	100.28	101.48	100.75	101.56	105.93	104.63	91.01	101.84	105.73	101.2	99.64	99.24	106.38	102.55	99.79	97.82	101.56	99.45	105.28	101.45	110.82	101.39	98.97	100	91.75	100.96	100.82	97.55	100.77	99.07	102.12	100.44	106.68	101.13	96.98	99.75	101.64	103.09	102.97	106.2	101.53	99.87	99.86	104.27
2021.08	구분	102.33	105.82	106.04	102.82	100.95	102.27	100	100.49	100.32	101.5	101	101.75	106.14	105.52	91.05	102.35	106.13	101.2	99.59	101.15	106.68	103.61	99.75	97.71	101.56	99.45	106.03	101.51	112.42	101.6	98.99	100	91.75	100.97	101.33	97.6	102.15	98.79	102.26	100.47	113.88	101.25	96.98	99.75	101.79	103.33	102.99	111.66	101.81	100.35	100.17	104.27
2021.09	구분	102.67	107.42	107.65	104.38	100.98	102.35	100	100.5	100.33	101.53	101.98	101.96	106.47	104.42	98.57	102.31	109.76	101.2	99.31	95.48	106.86	103.27	99.51	97.69	101.56	97.84	105.65	101.29	111.98	101.22	99	109.99	91.75	100.96	100.63	97.55	102.73	99.77	101.69	100.52	104.2	101.34	96.98	99.75	101.91	103.21	103.28	101.4	101.59	100.49	97.91	104.27
2021.10	구분	102.9	106.66	106.89	103.62	100.97	102.33	100	100.61	100.67	100.26	102.56	102.19	106.77	106.41	99.79	103.24	109.93	101.2	99.71	100.35	106.42	104.59	99.42	97.46	101.56	97.84	106.89	102.46	114.5	101.01	98.53	109.99	89.52	100.97	100.66	97.97	103.37	99.92	101.67	100.74	102.81	101.43	96.98	99.75	102.03	103.7	103.79	101.42	101.8	101.45	98.04	103.53
2021.11	구분	103.2	106.78	106.98	104.09	100.85	102.04	100	101.79	101.77	101.94	102.64	102.51	107.43	105.12	99.82	103.4	110.8	101.2	99.84	100.33	106.55	104.47	99.55	97.81	101.55	97.84	108.42	102.59	118.09	101.09	99.69	109.99	94.85	100.99	100.41	97.72	103.08	99.9	101.96	100.61	98.17	101.41	96.98	99.75	102	104.14	104.36	98.77	101.27	100.35	98.1	103.53
2021.12	구분	103.32	106.82	106.96	104.85	100.74	101.77	100	101.87	101.84	102.11	102.85	102.68	107.72	105.63	99.89	104.14	111.92	101.05	99.74	105.45	107.96	104.85	99.51	97.71	101.55	97.84	106.83	103.33	113.6	101.32	99.7	109.99	94.85	101.01	100.88	98.23	103.76	100.87	101.98	101.28	99.57	101.45	96.98	99.75	102.05	104.81	104.93	101.92	102.28	102.02	99.43	103.58
2022.01	구분	103.99	108.13	108.36	105.04	100.96	102.31	100	101.94	101.84	102.54	103.18	102.79	108.11	107.52	99.89	104.42	113.87	101.73	99.67	102.77	109.85	105.09	100.64	97.74	103.48	99.36	106.69	103.95	112.7	101.56	99.71	109.99	94.85	101.02	101.57	97.67	102.62	101.85	102.42	102.14	104.02	101.83	96.98	99.75	102.54	105.83	105.97	102.4	104.29	102.56	98.01	108.67
2022.02	구분	104.64	108.87	109.01	107.01	101.44	103.47	100	102.09	101.87	103.43	103.92	102.92	108.84	112.36	99.92	104.47	112.02	101.85	99.43	105.64	110.17	105.81	100.64	97.77	103.49	99.27	108.05	104.04	115.95	101.56	99.72	109.99	94.85	101.03	101.65	97.51	100.18	102.01	102.81	102.3	102.63	102.12	96.98	99.75	102.92	106.96	107.22	100.58	105.87	105.5	98.79	108.73
2022.03	구분	105.09	109	109.12	107.35	102.5	106.01	100	102.17	101.95	103.48	103.8	103.01	109.93	110.62	99.98	103.73	112.33	96	99.12	104.76	110.86	104.81	100.28	97.53	103.5	97.39	112.65	104.12	126.9	101.8	99.58	109.99	94.24	101.02	102.18	97.49	100.8	104.12	103.21	102.22	101.65	102.24	78.4	99.15	103.88	107.69	108.07	98.35	105.94	105.4	99.7	108.76
2022.04	구분	105.74	109.7	109.65	110.31	102.95	107.1	100	102.18	102.07	102.86	104.41	103.1	112.17	110.17	104.27	105.89	114.84	101.85	100.17	111.21	111.33	106.38	100.5	97.96	103.59	97.44	114.25	103.99	130.45	102.29	99.87	109.99	94.56	101.3	102.7	96.81	101.5	103.66	103.5	102.54	110.03	102.47	78.4	99.15	104.18	108.45	108.79	100.1	105.68	104.8	100.33	108.64
